"PTES";"ESP";"METER";"ACCOUNT_NO";"EARLIEST_OCCURRED_TIME";"LATEST_OCCURRED_TIME";"EVENT_NAME";"EVENT_CODE"
Qashqadaryo HETK;Chiroqchi TETK;"121206099223";"0020577";"2024-07-31 01:02:39";"2024-07-31 01:57:46";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205692048";"00920577";"2024-07-31 01:00:36";"2024-07-31 20:46:44";Current unbalance occurrence;"0030"
Namangan HETK;Uychi TETK;"111210329063";"3317017";"2024-08-01 14:43:22";"2024-08-01 14:43:22";Current unbalance occurrence;"0030"
Namangan HETK;Uychi TETK;"111240287326";"3424235";"2024-08-01 13:03:22";"2024-08-01 13:03:22";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"111230263103";"0479001";"2024-07-31 19:07:52";"2024-07-31 19:31:31";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Markaz);"111210874027";TEST!0874027;"2023-12-20 20:44:45";"2023-12-20 20:45:24";Terminal cover opened;"0050"
Namangan HETK;Namangan ShETK (Markaz);"111210874027";TEST!0874027;"2023-01-07 10:46:30";"2023-12-28 04:14:56";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Chiroqchi TETK;"121205605026";"0085056";"2024-07-31 09:01:30";"2024-07-31 09:01:30";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121205198875";"0091006";"2024-07-31 05:00:00";"2024-07-31 22:38:55";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121205199230";"0091100";"2024-07-31 07:39:35";"2024-07-31 07:39:35";Current unbalance occurrence;"0030"
Namangan HETK;Uychi TETK;"111210267554";"3402068";"2024-08-01 11:19:03";"2024-08-01 11:19:03";Terminal cover opened;"0050"
Qashqadaryo HETK;Shahrisabz ShETK;"121206403960";"0081009";"2024-07-31 10:12:38";"2024-07-31 12:24:01";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206121247";"00401100";"2024-07-31 07:32:14";"2024-07-31 20:20:41";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206341385";"00401395";"2024-07-31 07:49:55";"2024-07-31 17:33:50";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206494759";T00005632;"2024-07-31 10:51:58";"2024-07-31 20:20:32";Current unbalance occurrence;"0030"
Namangan HETK;Uychi TETK;"111210337239";"3318127";"2024-08-01 11:03:57";"2024-08-01 11:03:57";Terminal cover opened;"0050"
Namangan HETK;Namangan ShETK (Markaz);"111230266401";"0125179";"2024-07-31 06:20:37";"2024-08-01 11:30:44";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205972502";"0170335";"2024-07-31 01:04:05";"2024-07-31 17:23:20";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206181198";"261392";"2024-07-31 01:02:01";"2024-07-31 23:08:15";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206385608";"0170387";"2024-07-31 01:01:59";"2024-07-31 15:24:27";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206935513";"10237+!!121206935513";"2024-07-31 08:58:59";"2024-07-31 08:58:59";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121206397566";"0185109";"2024-07-31 01:24:28";"2024-07-31 23:15:56";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206505485";"1100225";"2024-07-31 19:51:31";"2024-07-31 19:51:31";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205845641";"0191225";"2024-07-31 15:32:13";"2024-07-31 15:32:13";Terminal cover opened;"0050"
Qashqadaryo HETK;Qarshi TETK;"121205957050";"00890877";"2024-07-31 04:25:45";"2024-07-31 18:17:25";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206597326";"32$123";"2024-07-31 10:45:47";"2024-07-31 20:23:43";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205873585";"01671068";"2024-07-30 07:34:51";"2024-07-31 19:32:45";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205891895";"01670971";"2024-07-30 06:43:01";"2024-07-31 17:53:26";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206138027";"0112326";"2024-07-31 19:32:27";"2024-07-31 20:29:56";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206091239";"00720976";"2024-07-30 07:55:33";"2024-07-31 22:15:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205340545";"00010003";"2024-07-31 00:23:22";"2024-07-31 23:50:33";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205527125";"401428";"2024-07-31 01:00:33";"2024-07-31 15:15:00";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206429409";"00011178";"2024-07-30 09:36:25";"2024-07-31 15:31:17";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205892373";"00920077";"2024-07-30 07:38:35";"2024-07-31 11:44:39";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206286673";"00920162";"2024-07-31 04:03:25";"2024-07-31 11:57:56";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206406986";"00920454";"2024-07-31 19:01:43";"2024-07-31 19:01:43";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206364472";"01970121";"2024-07-30 10:18:22";"2024-07-31 23:20:02";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206503819";"01970241";"2024-07-31 00:15:51";"2024-07-31 23:25:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206596399";"01970419";"2024-07-31 05:16:48";"2024-07-31 09:25:23";Current unbalance occurrence;"0030"
Surxondaryo HETK;Sariosiyo TETK;"121206228230";"0144121";"2024-08-01 14:37:01";"2024-08-01 14:37:01";Terminal cover opened;"0050"
Qashqadaryo HETK;Qamashi TETK;"121205283277";"0024094";"2024-07-30 14:13:14";"2024-07-31 12:25:13";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205286343";"0561498";"2024-07-31 19:13:58";"2024-07-31 20:25:32";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206029229";"0561373";"2024-08-01 09:55:21";"2024-08-01 10:11:38";Terminal cover opened;"0050"
Qashqadaryo HETK;Kasbi TETK;"121206238844";"0090361";"2024-07-31 08:50:00";"2024-07-31 08:50:00";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121205539609";"0375013";"2024-07-29 05:25:49";"2024-07-29 08:59:28";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121205842966";"0375272";"2024-07-30 21:43:21";"2024-07-30 21:43:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206462329";"0375031";"2024-07-30 08:09:29";"2024-07-31 12:11:13";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;EX-3204028;"0375265";"2024-07-30 18:26:35";"2024-07-30 18:26:35";Terminal cover opened;"0050"
Qashqadaryo HETK;Yakkabog‘ TETK;"121205321623";"0281269";"2024-07-31 17:31:45";"2024-07-31 18:49:36";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205621841";"0740051";"2024-07-31 06:27:17";"2024-07-31 11:22:20";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206029118";"0520059";"2024-07-31 11:49:49";"2024-07-31 11:49:49";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205617938";"0900034";"2024-07-31 06:08:31";"2024-07-31 17:46:17";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205448020";"0712033";"2024-07-31 17:41:43";"2024-07-31 19:48:29";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205858161";"00560584";"2024-07-31 01:28:49";"2024-07-31 20:02:07";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206501617";"00561361";"2024-07-31 22:45:17";"2024-07-31 23:11:30";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206659311";"00571368";"2024-07-31 07:46:09";"2024-07-31 18:43:31";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206485052";"260752";"2024-07-31 15:52:26";"2024-07-31 19:51:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205992579";"0111409";"2024-07-31 09:01:56";"2024-08-01 13:45:44";Terminal cover opened;"0050"
Farg‘ona HETK;Bog‘dod TETK;"114210117230";"000230094";"2024-08-01 14:19:45";"2024-08-01 14:19:45";L2 Current without voltage occurrence;"0110"
Farg‘ona HETK;Quva TETK;"111210317306";"0157153";"2024-08-01 14:45:38";"2024-08-01 14:45:38";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205970133";"1270072";"2024-07-31 07:12:26";"2024-07-31 21:01:27";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206800411";"0050053";"2024-07-31 07:39:31";"2024-07-31 07:39:31";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206800417";"0050077";"2024-07-31 21:27:56";"2024-07-31 22:44:08";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205596883";"0060532";"2024-07-31 21:14:56";"2024-07-31 21:14:56";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206208601";"00970866";"2024-07-31 02:14:16";"2024-07-31 22:22:03";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206438039";"1250198";"2024-07-30 17:05:58";"2024-07-30 17:05:58";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"123200469417";T0469417;"2024-07-29 14:56:17";"2024-07-29 14:56:17";Terminal cover opened;"0050"
Qashqadaryo HETK;Kasbi TETK;"121205172044";"0430226";"2024-07-31 14:27:53";"2024-07-31 14:27:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205333882";"0430865";"2024-07-31 21:32:49";"2024-07-31 21:32:49";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205489543";"01000586";"2024-07-31 10:51:39";"2024-07-31 12:26:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121205619409";"0183236";"2024-07-31 05:47:00";"2024-07-31 10:40:15";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121205692823";"0186394";"2024-07-31 17:17:15";"2024-07-31 17:17:15";Terminal cover opened;"0050"
Qashqadaryo HETK;Shahrisabz TETK;"121206367037";"0193416";"2024-08-01 10:32:32";"2024-08-01 14:09:12";Terminal cover opened;"0050"
Qashqadaryo HETK;G‘uzor TETK;"121205654688";"0035153";"2024-07-31 07:18:18";"2024-07-31 19:04:39";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206029890";"0035316";"2024-07-31 00:19:34";"2024-07-31 22:50:48";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205555866";"0047112";"2024-07-31 01:07:54";"2024-07-31 01:07:54";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206500562";"0144075";"2024-07-31 10:41:18";"2024-07-31 20:04:18";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205641725";"1026008";"2024-07-31 01:11:32";"2024-07-31 21:12:30";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205648693";"1039030";"2024-07-31 01:10:53";"2024-07-31 20:25:57";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205988035";"1027018";"2024-07-31 03:56:32";"2024-07-31 20:58:42";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206122893";"1039049";"2024-07-31 01:15:23";"2024-07-31 23:25:59";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206123841";"1039027";"2024-07-31 10:35:55";"2024-07-31 15:10:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206172106";"1027112";"2024-07-31 01:07:49";"2024-07-31 07:41:36";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205745249";"1039025";"2024-07-31 01:07:49";"2024-07-31 21:25:47";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206460894";"430912";"2024-07-31 01:07:49";"2024-07-31 08:15:14";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205446937";"0080013";"2024-07-31 08:42:58";"2024-07-31 08:42:58";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206035483";"0041372";"2024-07-30 19:28:34";"2024-07-30 20:27:56";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206122664";"0041614";"2024-07-30 12:54:58";"2024-07-30 12:54:58";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206686344";"1025035";"2024-07-31 06:55:06";"2024-07-31 23:27:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205033185";"0141428";"2024-07-31 12:00:00";"2024-07-31 17:32:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121206369343";"361128";"2024-07-31 00:09:37";"2024-07-31 15:25:54";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121206651305";"0098182";"2024-07-31 06:23:49";"2024-07-31 23:55:38";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205394320";"0110342";"2024-07-31 10:34:43";"2024-07-31 20:14:45";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205395036";"0110385";"2024-07-31 17:45:20";"2024-07-31 17:45:20";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205395036";"0110385";"2024-07-31 17:01:55";"2024-07-31 17:01:55";Terminal cover opened;"0050"
Qashqadaryo HETK;Mirishkor TETK;"121205444531";"0110372";"2024-07-31 14:25:28";"2024-07-31 14:25:28";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205446835";"0110738";"2024-07-31 09:39:29";"2024-07-31 13:39:12";Current unbalance occurrence;"0030"
Toshkent HETK;Quyichirchiq TETK;"111200882274";"0608117";"2024-07-23 06:15:28";"2024-07-26 20:59:06";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111210697670";"0157053";"2024-07-25 17:48:11";"2024-07-25 19:05:17";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111210809765";"413596";"2024-08-01 14:46:00";"2024-08-01 14:46:00";Current unbalance occurrence;"0030"
Toshkent HETK;Quyichirchiq TETK;"113240223403";"0144116";"2024-02-23 10:28:45";"2024-02-23 10:28:45";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111240314569";"0144123";"2024-06-07 09:27:43";"2024-07-22 17:50:51";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"113240246237";"413706";"2024-04-04 14:14:32";"2024-04-04 14:14:32";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111220155062";"0624024";"2024-07-30 12:56:03";"2024-07-30 13:06:31";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111230198426";"210970";"2024-07-26 11:28:32";"2024-07-26 12:37:45";Terminal cover opened;"0050"
Andijon HETK;Marhamat TETK;"121205842060";"2097076";"2024-08-01 14:39:50";"2024-08-01 14:39:50";Terminal cover opened;"0050"
Buxoro HETK;Romitan TETK;"021190568953";"4016029";"2024-08-01 13:49:10";"2024-08-01 14:08:22";Current unbalance occurrence;"0030"
Andijon HETK;Asaka SHETK;"121206951063";"2021089";"2024-07-30 16:21:11";"2024-07-31 19:52:13";Current unbalance occurrence;"0030"
Andijon HETK;Paxtaobod TETK;"121205726413";"5059046";"2024-07-31 17:52:02";"2024-07-31 23:39:06";Current unbalance occurrence;"0030"
Namangan HETK;Namangan TETK;"111200375604";"715448";"2024-07-31 13:46:03";"2024-07-31 13:46:03";Terminal cover opened;"0050"
Namangan HETK;Norin TETK;"111230266942";"14216!!+!0266942";"2024-07-31 07:24:40";"2024-08-01 06:38:52";Current unbalance occurrence;"0030"
Samarqand HETK;Tayloq TETK;"021221188843";"2060068";"2024-08-01 06:11:36";"2024-08-01 09:55:25";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206176016";"0086074";"2024-07-31 05:52:22";"2024-07-31 21:32:39";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206539587";"1900474";"2024-07-29 14:23:14";"2024-07-29 14:23:14";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206539794";"1900561";"2024-07-30 20:39:19";"2024-07-30 22:06:46";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206543580";"1900495";"2024-07-29 01:23:41";"2024-07-30 22:37:37";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206543583";"1900489";"2024-07-30 11:54:04";"2024-07-30 11:54:04";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206610916";"0231733";"2024-07-30 21:30:14";"2024-07-30 21:30:14";Current unbalance occurrence;"0030"
Toshkent HETK;Olmaliq TETK;"111190135745";"0204070";"2024-07-19 14:57:32";"2024-07-19 14:57:32";Terminal cover opened;"0050"
Toshkent shahar ETK;Yashnobod TETK;"121206566016";"1081621";"2024-07-31 05:24:24";"2024-07-31 22:49:39";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206575537";"1081633";"2024-07-30 00:15:41";"2024-07-31 22:59:39";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206566209";"1081652";"2024-07-31 00:26:21";"2024-07-31 23:47:31";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111240290228";"6585154";"2024-05-13 11:33:33";"2024-07-29 19:25:27";Terminal cover opened;"0050"
Namangan HETK;Norin TETK;"111190103777";"6473110";"2024-07-31 05:38:50";"2024-07-31 08:09:59";Terminal cover opened;"0050"
Namangan HETK;Namangan TETK;"111190348987";"0963019";"2024-08-01 14:44:08";"2024-08-01 14:44:08";Current unbalance occurrence;"0030"
Namangan HETK;Namangan TETK;"111190350523";"5085040";"2024-07-30 19:49:38";"2024-07-30 19:49:38";Terminal cover opened;"0050"
Namangan HETK;Kosonsoy TETK;"111240296175";"14207!!+!0296175";"2024-07-31 09:29:26";"2024-08-01 10:02:14";Current unbalance occurrence;"0030"
Namangan HETK;Namangan TETK;"111200376754";"6049038";"2024-08-01 14:45:42";"2024-08-01 14:45:42";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111230262609";"6469161";"2024-07-31 04:47:11";"2024-07-31 20:38:22";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;EX-2147084;"0068356";"2024-07-31 13:16:15";"2024-08-01 10:44:42";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205401289";"145835";"2024-07-30 19:18:44";"2024-07-31 19:16:17";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205401300";"145835";"2024-07-29 19:26:04";"2024-07-30 19:17:27";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205254237";"1384349";"2024-07-31 02:15:57";"2024-07-31 19:09:44";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205254552";"1384356";"2024-07-31 12:48:57";"2024-07-31 23:41:36";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264285";"1384366";"2024-07-30 08:44:42";"2024-07-30 20:54:43";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264296";"1384360";"2024-07-30 06:44:47";"2024-07-30 20:48:29";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264867";"1384300";"2024-07-30 14:22:16";"2024-07-30 14:22:16";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205266121";"1384344";"2024-07-30 06:17:27";"2024-07-30 14:51:11";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205266125";"1384346";"2024-07-30 03:30:22";"2024-07-30 03:30:22";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205573598";"145183";"2024-07-30 21:27:03";"2024-07-31 20:21:09";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205573606";"145183";"2024-07-30 20:12:44";"2024-07-31 20:40:50";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205573607";"145183";"2024-07-30 09:40:13";"2024-07-30 09:40:13";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205253777";"1384197";"2024-07-31 10:32:25";"2024-07-31 11:47:04";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205253780";"1384201";"2024-07-30 06:16:03";"2024-07-31 19:25:45";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205262549";"1384455";"2024-07-30 20:18:11";"2024-07-30 20:44:06";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205262724";"1384458";"2024-07-30 01:33:21";"2024-07-31 06:47:51";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205262737";"1384214";"2024-07-30 01:16:32";"2024-07-30 15:40:50";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205262741";"1384212";"2024-07-30 08:49:20";"2024-07-31 11:52:24";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205262771";"1384488";"2024-07-31 14:22:18";"2024-07-31 14:22:18";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205262775";"1384471";"2024-07-31 11:32:37";"2024-07-31 11:32:38";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205262776";"1384470";"2024-07-31 11:32:43";"2024-07-31 11:32:43";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205262777";"1384472";"2024-08-01 10:03:11";"2024-08-01 10:03:11";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205262779";"1384473";"2024-08-01 10:03:22";"2024-08-01 10:03:22";Terminal cover opened;"0050"
